"Flight.No","Airline","Flight.Type","Scheduled.Departure","Departure","Scheduled.Arrival","Arrival","Flight.Status","Justification","Airport.From","Airport.To","Longitude.To","Latitude.To","Longitude.From","Latitude.From","Departure.Delay","Arrival.Delay","Distance.In.Meters","Flight.No2","AirLine.Code"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-21 00:29:00,2016-01-21 01:27:00,2016-01-21 07:56:00,2016-01-21 08:49:00,"Confirmed","AIRPLANE CONECTION","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,58,53,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-07 00:29:00,2016-01-07 00:38:00,2016-01-07 07:56:00,2016-01-07 08:40:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,9,44,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-11 00:29:00,2016-01-11 00:29:00,2016-01-11 07:56:00,2016-01-11 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-30 00:29:00,2016-01-30 01:28:00,2016-01-30 07:56:00,2016-01-30 09:04:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,59,68,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-15 00:29:00,2016-01-15 02:16:00,2016-01-15 07:56:00,2016-01-15 10:11:00,"Confirmed","AIRPLANE FAULT","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,107,135,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-27 00:29:00,2016-01-27 00:29:00,2016-01-27 07:56:00,2016-01-27 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-19 00:29:00,2016-01-19 02:37:00,2016-01-19 07:56:00,2016-01-19 10:15:00,"Confirmed","AIRPLANE FAULT","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,128,139,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-31 00:29:00,2016-01-31 01:30:00,2016-01-31 07:56:00,2016-01-31 09:01:00,"Confirmed","AIRPLANE FAULT","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,61,65,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-05 00:29:00,2016-01-05 00:29:00,2016-01-05 07:56:00,2016-01-05 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-23 00:29:00,2016-01-23 01:08:00,2016-01-23 07:56:00,2016-01-23 08:30:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,39,34,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-20 00:29:00,2016-01-20 01:05:00,2016-01-20 07:56:00,2016-01-20 08:37:00,"Confirmed","AIRPLANE CONECTION","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,36,41,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-04 00:29:00,2016-01-04 01:12:00,2016-01-04 07:56:00,2016-01-04 08:39:00,"Confirmed","AIRPLANE FAULT","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,43,43,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-14 00:29:00,2016-01-14 00:29:00,2016-01-14 07:56:00,2016-01-14 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-28 00:29:00,2016-01-28 00:29:00,2016-01-28 07:56:00,2016-01-28 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-24 00:29:00,2016-01-24 00:29:00,2016-01-24 07:56:00,2016-01-24 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-26 00:29:00,2016-01-26 00:29:00,2016-01-26 07:56:00,2016-01-26 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-16 00:29:00,2016-01-16 03:13:00,2016-01-16 07:56:00,2016-01-16 10:47:00,"Confirmed","DEPARTURE AIRPORT UNDER LIMITS","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,164,171,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-22 00:29:00,2016-01-22 00:29:00,2016-01-22 07:56:00,2016-01-22 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-18 00:29:00,NA,2016-01-18 07:56:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,NA,NA,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-06 00:29:00,2016-01-06 00:29:00,2016-01-06 07:56:00,2016-01-06 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-25 00:29:00,2016-01-25 01:17:00,2016-01-25 07:56:00,2016-01-25 08:21:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,48,25,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-09 00:29:00,2016-01-09 00:29:00,2016-01-09 07:56:00,2016-01-09 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-17 00:29:00,NA,2016-01-17 07:56:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,NA,NA,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-12 00:29:00,2016-01-12 00:38:00,2016-01-12 07:56:00,2016-01-12 08:26:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,9,30,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-02 00:29:00,2016-01-02 00:29:00,2016-01-02 07:56:00,2016-01-02 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-08 00:29:00,2016-01-08 00:29:00,2016-01-08 07:56:00,2016-01-08 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-01 00:29:00,2016-01-01 00:29:00,2016-01-01 07:56:00,2016-01-01 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-10 00:29:00,2016-01-10 01:38:00,2016-01-10 07:56:00,2016-01-10 09:42:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,69,106,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-03 00:29:00,2016-01-03 00:29:00,2016-01-03 07:56:00,2016-01-03 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-29 00:29:00,2016-01-29 00:29:00,2016-01-29 07:56:00,2016-01-29 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 213","AMERICAN AIRLINES INC","International",2016-01-13 00:29:00,2016-01-13 00:29:00,2016-01-13 07:56:00,2016-01-13 07:56:00,"Confirmed",NA,"KMIA","SBBR",-47.9172348,-15.8697369,-80.2870457,25.795865,0,0,5791887.54133115,"213","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-13 23:59:00,2016-01-13 23:59:00,2016-01-14 07:46:00,2016-01-14 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-26 23:59:00,2016-01-26 23:59:00,2016-01-27 07:46:00,2016-01-27 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-02 23:59:00,2016-01-02 23:59:00,2016-01-03 07:46:00,2016-01-03 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-18 23:59:00,2016-01-18 23:42:00,2016-01-19 07:46:00,2016-01-19 07:00:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,-17,-46,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-31 23:59:00,2016-01-31 00:47:00,2016-02-01 07:46:00,2016-02-01 08:31:00,"Confirmed","AIRPLANE FAULT","SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,-1392,45,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-24 23:59:00,2016-01-24 23:59:00,2016-01-25 07:46:00,2016-01-25 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-23 23:59:00,2016-01-23 23:59:00,2016-01-24 07:46:00,2016-01-24 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-03 23:59:00,2016-01-03 23:59:00,2016-01-04 07:46:00,2016-01-04 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-29 23:59:00,2016-01-30 11:46:00,2016-01-30 07:46:00,2016-01-30 19:10:00,"Confirmed","MORE THAN 4 HOURS DELAY - AIRPLANE GLITCH","SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,707,684,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-21 23:59:00,2016-01-21 23:59:00,2016-01-22 07:46:00,2016-01-22 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-30 23:59:00,2016-01-30 23:59:00,2016-01-31 07:46:00,2016-01-31 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-04 23:59:00,2016-01-04 23:59:00,2016-01-05 07:46:00,2016-01-05 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-19 23:59:00,2016-01-19 23:59:00,2016-01-20 07:46:00,2016-01-20 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-22 23:59:00,2016-01-22 23:59:00,2016-01-23 07:46:00,2016-01-23 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-05 23:59:00,2016-01-05 23:59:00,2016-01-06 07:46:00,2016-01-06 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-06 23:59:00,2016-01-06 23:59:00,2016-01-07 07:46:00,2016-01-07 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-14 23:59:00,2016-01-15 02:39:00,2016-01-15 07:46:00,2016-01-15 10:04:00,"Confirmed","AIRPLANE FAULT","SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,160,138,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-16 23:59:00,2016-01-16 23:59:00,2016-01-17 07:46:00,2016-01-17 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-07 23:59:00,2016-01-07 23:59:00,2016-01-08 07:46:00,2016-01-08 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-09 23:59:00,2016-01-09 23:59:00,2016-01-10 07:46:00,2016-01-10 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-12 23:59:00,2016-01-12 23:59:00,2016-01-13 07:46:00,2016-01-13 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-11 23:59:00,2016-01-11 23:34:00,2016-01-12 07:46:00,2016-01-12 07:08:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,-25,-38,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-25 23:59:00,2016-01-25 23:59:00,2016-01-26 07:46:00,2016-01-26 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-20 23:59:00,2016-01-20 23:59:00,2016-01-21 07:46:00,2016-01-21 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-27 23:59:00,2016-01-27 23:59:00,2016-01-28 07:46:00,2016-01-28 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-15 23:59:00,NA,2016-01-16 07:46:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,NA,NA,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-08 23:59:00,2016-01-08 23:59:00,2016-01-09 07:46:00,2016-01-09 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-17 23:59:00,2016-01-17 23:59:00,2016-01-18 07:46:00,2016-01-18 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-28 23:59:00,2016-01-28 23:59:00,2016-01-29 07:46:00,2016-01-29 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-10 23:59:00,2016-01-10 23:59:00,2016-01-11 07:46:00,2016-01-11 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 214","AMERICAN AIRLINES INC","International",2016-01-01 23:59:00,2016-01-01 23:59:00,2016-01-02 07:46:00,2016-01-02 07:46:00,"Confirmed",NA,"SBBR","KMIA",-80.2870457,25.795865,-47.9172348,-15.8697369,0,0,5791887.54133115,"214","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-18 00:34:00,2016-01-18 02:02:00,2016-01-18 08:44:00,2016-01-18 10:02:00,"Confirmed","AIRPLANE FAULT","KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,88,78,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-26 00:34:00,2016-01-26 00:34:00,2016-01-26 08:44:00,2016-01-26 08:44:00,"Confirmed",NA,"KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,0,0,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-11 00:34:00,2016-01-11 00:34:00,2016-01-11 08:44:00,2016-01-11 08:44:00,"Confirmed",NA,"KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,0,0,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-21 00:34:00,NA,2016-01-21 08:44:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,NA,NA,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-30 00:34:00,2016-01-30 02:17:00,2016-01-30 08:44:00,2016-01-30 09:34:00,"Confirmed","AIRPLANE FAULT","KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,103,50,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-25 00:34:00,2016-01-25 00:34:00,2016-01-25 08:44:00,2016-01-25 08:44:00,"Confirmed",NA,"KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,0,0,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-12 00:34:00,2016-01-12 01:20:00,2016-01-12 08:44:00,2016-01-12 09:43:00,"Confirmed","AIRPLANE FAULT","KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,46,59,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-05 00:34:00,NA,2016-01-05 08:44:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,NA,NA,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-02 00:34:00,2016-01-02 00:34:00,2016-01-02 08:44:00,2016-01-02 08:44:00,"Confirmed",NA,"KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,0,0,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-04 00:34:00,NA,2016-01-04 08:44:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,NA,NA,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-16 00:34:00,NA,2016-01-16 08:44:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,NA,NA,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-23 00:34:00,2016-01-23 00:34:00,2016-01-23 08:44:00,2016-01-23 08:44:00,"Confirmed",NA,"KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,0,0,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-09 00:34:00,2016-01-09 00:34:00,2016-01-09 08:44:00,2016-01-09 08:44:00,"Confirmed",NA,"KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,0,0,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-28 00:34:00,2016-01-28 01:26:00,2016-01-28 08:44:00,2016-01-28 09:44:00,"Confirmed","AIRPLANE FAULT","KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,52,60,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-19 00:34:00,2016-01-19 00:34:00,2016-01-19 08:44:00,2016-01-19 08:44:00,"Confirmed",NA,"KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,0,0,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-07 00:34:00,2016-01-07 01:25:00,2016-01-07 08:44:00,2016-01-07 09:15:00,"Confirmed","AIRPLANE FAULT","KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,51,31,6245223.85644156,"229","AAL"
"AAL - 229","AMERICAN AIRLINES INC","International",2016-01-14 00:34:00,2016-01-14 00:57:00,2016-01-14 08:44:00,2016-01-14 09:22:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBSV",-38.3312411,-12.9110977,-80.2870457,25.795865,23,38,6245223.85644156,"229","AAL"
"AAL - 230","AMERICAN AIRLINES INC","International",2016-01-16 23:32:00,2016-01-16 23:32:00,2016-01-17 07:59:00,2016-01-17 07:59:00,"Confirmed",NA,"SBSV","KMIA",-80.2870457,25.795865,-38.3312411,-12.9110977,0,0,6245223.85644156,"230","AAL"
"AAL - 230","AMERICAN AIRLINES INC","International",2016-01-28 23:32:00,2016-01-28 23:32:00,2016-01-29 07:59:00,2016-01-29 07:59:00,"Confirmed",NA,"SBSV","KMIA",-80.2870457,25.795865,-38.3312411,-12.9110977,0,0,6245223.85644156,"230","AAL"
"AAL - 230","AMERICAN AIRLINES INC","International",2016-01-07 23:32:00,2016-01-07 23:32:00,2016-01-08 07:59:00,2016-01-08 07:59:00,"Confirmed",NA,"SBSV","KMIA",-80.2870457,25.795865,-38.3312411,-12.9110977,0,0,6245223.85644156,"230","AAL"
"AAL - 230","AMERICAN AIRLINES INC","International",2016-01-12 23:32:00,2016-01-12 23:23:00,2016-01-13 07:59:00,2016-01-13 07:20:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBSV","KMIA",-80.2870457,25.795865,-38.3312411,-12.9110977,-9,-39,6245223.85644156,"230","AAL"
"AAL - 230","AMERICAN AIRLINES INC","International",2016-01-18 23:32:00,2016-01-18 23:32:00,2016-01-19 07:59:00,2016-01-19 07:59:00,"Confirmed",NA,"SBSV","KMIA",-80.2870457,25.795865,-38.3312411,-12.9110977,0,0,6245223.85644156,"230","AAL"
"AAL - 230","AMERICAN AIRLINES INC","International",2016-01-26 23:32:00,2016-01-26 23:32:00,2016-01-27 07:59:00,2016-01-27 07:59:00,"Confirmed",NA,"SBSV","KMIA",-80.2870457,25.795865,-38.3312411,-12.9110977,0,0,6245223.85644156,"230","AAL"
"AAL - 230","AMERICAN AIRLINES INC","International",2016-01-25 23:32:00,2016-01-25 23:32:00,2016-01-26 07:59:00,2016-01-26 07:59:00,"Confirmed",NA,"SBSV","KMIA",-80.2870457,25.795865,-38.3312411,-12.9110977,0,0,6245223.85644156,"230","AAL"
"AAL - 230","AMERICAN AIRLINES INC","International",2016-01-02 23:32:00,2016-01-02 23:32:00,2016-01-03 07:59:00,2016-01-03 07:59:00,"Confirmed",NA,"SBSV","KMIA",-80.2870457,25.795865,-38.3312411,-12.9110977,0,0,6245223.85644156,"230","AAL"
"AAL - 230","AMERICAN AIRLINES INC","International",2016-01-14 23:32:00,2016-01-14 23:32:00,2016-01-15 07:59:00,2016-01-15 07:59:00,"Confirmed",NA,"SBSV","KMIA",-80.2870457,25.795865,-38.3312411,-12.9110977,0,0,6245223.85644156,"230","AAL"
